fluid,operator,project_status,inplace,depth,temp,poro,perm,saturate,api_dens,visc,avg_fluid_rate,location,region,prospect_rank
Gas,PERTAMINA,ONSHORE,57.051,2684.0,73.93843304148143,0.2372461,159.4986,0.5052715,0.6248093,0.0,27.06796,Riau,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,335.0,4080.0,67.65,0.1777963,349.1711,0.7326084,0.8074765,0.0,11.74258,Sulawesi Barat,Timur,2
Gas,NON_PERTAMINA,ONSHORE,488.0,2249.0,51.425,0.2988083,165.2994,0.829565,0.8423855,0.0,67.83291,Sulawesi Selatan,Timur,2
Gas,PERTAMINA,BOTH,4746.0,6000.0,106.15,0.2481335,120.7416,0.8861456,0.9797251,0.0,17.20618,Sulawesi Tengah,Timur,2
Gas,PERTAMINA,BOTH,49.32,2300.0,59.400000000000006,0.173438,478.4951,0.3863795,0.8328982,0.0,15.51847,Kalimantan Utara,Kalimantan,2
Gas,PERTAMINA,OFFSHORE,44.89,6328.0,112.2,0.2214912,471.4288,0.7726343,0.8089677,0.0,72.09515,Laut Jawa,Jawa,0
Gas,PERTAMINA,OFFSHORE,533.3,5500.0,106.7,0.2414393,875.4052,0.7908693,0.7976087,0.0,46.48149,Laut Jawa,Jawa,2
Gas,PERTAMINA,OFFSHORE,187.05,5721.0,90.75,0.2523928,401.9503,0.8085711,0.8692744,0.0,67.49196,Laut Jawa,Jawa,0
Gas,PERTAMINA,OFFSHORE,69.3,7470.0,132.55,0.1773997,328.4494,0.5774862,0.7798384,0.0,23.23973,Laut Jawa,Jawa,0
Gas,NON_PERTAMINA,OFFSHORE,146.0,3330.0,81.95,0.2899069,611.5136,0.2037214,0.700034,0.0,82.31956,Laut Natuna Utara,Sumatera,0
Gas,NON_PERTAMINA,OFFSHORE,215.0,6275.0,119.9,0.1606101,85.91798,0.4554074,0.7619582,0.0,36.33498,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,327.0,2775.0,70.95,0.2888653,473.4427,0.6546359,0.66878,0.0,11.48969,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,76.0,3375.0,76.45,0.2902366,2487.279,0.7315714,0.7196859,0.0,52.61821,Laut Natuna Utara,Sumatera,0
Gas,NON_PERTAMINA,OFFSHORE,164.0,3072.0,77.77013340428921,0.2867491,2736.016,0.6402325,0.8456125,0.0,3.806024,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,86.0,3189.0,85.415,0.316471,971.2927,0.7404888,0.7110814,0.0,37.50466,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,72.0,2676.0,66.55000000000001,0.2802459,814.5703,0.5716927,0.7616315,0.0,23.23973,Laut Natuna Utara,Sumatera,0
Gas,NON_PERTAMINA,OFFSHORE,1216.0,8005.0,138.05,0.1151141,96.42104,0.1004301,0.7195771,0.0,15.6916,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,402.0,2345.0,66.55000000000001,0.2557331,130.2356,0.5825598,0.7300498,0.0,29.08677,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,434.5,9450.0,158.4,0.1189615,104.6788,0.5416336,0.7195771,0.0,28.85748,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,285.0,3050.0,76.45,0.2958406,59.63661,0.5765535,0.7196859,0.0,35.85315,Laut Natuna Utara,Sumatera,2
Gas,NON_PERTAMINA,ONSHORE,56.95,2006.0,66.30588257126213,0.280129,814.5703,0.6425685,0.8417832,0.0,7.959564,Sumatera Selatan,Sumatera,2
Gas,PERTAMINA,ONSHORE,9.219,3681.0,83.21550163748762,0.1795093,73.82874,0.6954235,0.819289,0.0,11.12088,Jawa Timur,Jawa,2
Gas,NON_PERTAMINA,ONSHORE,62.1,4982.0,56.650000000000006,0.1174511,155.9794,0.7073798,0.7888092,0.0,1.523984,Kalimantan Timur,Kalimantan,2
Gas,PERTAMINA,OFFSHORE,23.3,5000.0,93.31992955040016,0.2293947,306.0262,0.6526403,0.6349601,0.0,12.2159,Laut Jawa,Jawa,2
Gas,PERTAMINA,OFFSHORE,78.55,4650.0,78.10000000000001,0.2590213,53.34375,0.5002042,0.7346778,0.0,2.321265,Laut Jawa,Jawa,2
Gas,PERTAMINA,OFFSHORE,132.451,4865.0,91.3,0.2428782,231.4837,0.6430979,0.6536669,0.0,18.43264,Laut Jawa,Jawa,2
Gas,NON_PERTAMINA,BOTH,750.0,2200.0,50.6,0.4393896,271.8233,0.456063,0.7740649,0.0,87.46507,Laut Jawa,Jawa,2
Gas,PERTAMINA,ONSHORE,44.878,5026.0,93.50122057750905,0.2747588,260.182,0.7385435,0.8365216,0.0,72.71784,Sumatera Selatan,Sumatera,2
Gas,PERTAMINA,BOTH,21.253,6650.0,103.8292426767542,0.1223338,193.0441,0.3150477,0.7977383,0.0,76.03776,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,21.253,6650.0,103.8292426767542,0.1223338,193.0441,0.3150477,0.7977383,0.0,76.03776,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,12.944,5666.0,97.790331692305,0.2209286,165.1224,0.7004768,0.7119928,0.0,13.79243,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,12.944,5666.0,97.790331692305,0.2209286,165.1224,0.7004768,0.7119928,0.0,13.79243,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,106.724,6000.0,99.90886483255828,0.206441,1088.605,0.6878134,0.7165383,0.0,6.458105,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,87.741,6000.0,99.90886483255828,0.2324654,219.943,0.8085084,0.6547354,0.0,5.280921,Jawa Barat,Jawa,2
Gas,PERTAMINA,BOTH,4.105,6755.0,104.439704379512,0.1864818,1148.967,0.5995139,0.819289,0.0,12.09815,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,82.0,5269.0,95.16790709653218,0.1906884,146.6241,0.5159578,0.8277056,0.0,22.65331,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,0.061,5712.0,64.9,0.2118391,169.4607,0.7490153,0.6829144,0.0,8.190641,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,43.598,5512.0,96.78715686927904,0.2476023,237.7603,0.8006387,0.9430282,0.0,66.97774,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,3.91,5000.0,93.31992955040016,0.31687,160.4861,0.6666092,0.8494478,0.0,9.257865,Jawa Barat,Jawa,2
Gas,PERTAMINA,BOTH,2.362,3000.0,77.082998491021,0.2441801,340.8867,0.6520944,0.6573509,0.0,21.67768,Jawa Barat,Jawa,2
Gas,PERTAMINA,BOTH,36.34,9000.0,116.27795192533304,0.1494072,20.94522,0.7963972,0.8031358,0.0,1.174123,Jawa Barat,Jawa,2
Gas,PERTAMINA,BOTH,61.857,6916.0,105.3643183564631,0.2372444,159.4986,0.8196984,0.6248093,0.0,75.1888,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,28.468,4777.0,91.7402074648776,0.3226306,160.4861,0.7279233,0.7746534,0.0,4.355254,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,24.081,5466.0,96.48411134747629,0.1907561,146.6241,0.5332868,0.8277056,0.0,4.844604,Jawa Barat,Jawa,0
Gas,PERTAMINA,BOTH,88.403,7762.0,154.0,0.2870567,86.86247,0.6059051,0.7500017,0.0,61.52549,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,88.403,7762.0,154.0,0.2870567,86.86247,0.6059051,0.7500017,0.0,61.52549,Jawa Barat,Jawa,2
Gas,PERTAMINA,BOTH,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,17.15965,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,BOTH,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,17.15965,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,BOTH,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,17.15965,Selat Makasar,Kalimantan,2
Gas,NON_PERTAMINA,ONSHORE,272.0,5500.0,96.70825457257487,0.2191516,184.5793,0.5135043,0.7392845,0.0,53.27605,Jambi,Sumatera,2
Gas,NON_PERTAMINA,ONSHORE,18.8,4275.0,88.00677819973974,0.2804373,814.5703,0.599272,0.8417832,0.0,14.98789,Sumatera Selatan,Sumatera,2
Gas,NON_PERTAMINA,OFFSHORE,685.996,11170.0,128.70000000000002,0.1141224,179.5616,0.7578117,0.7198746,0.0,68.01707,Teluk Berau,Timur,2
Gas,NON_PERTAMINA,OFFSHORE,2604.391,8735.0,116.05,0.1261581,250.5103,0.7742893,0.7053734,0.0,30.3366,Papua Barat,Timur,2
Gas,NON_PERTAMINA,BOTH,41.566,10315.0,122.36578858979632,0.1706626,43.3609,0.7802863,0.8098195,0.0,78.86079,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,ONSHORE,1965.4,4000.0,85.84414419803454,0.2007177,167.6524,0.6446286,0.7820159,0.0,67.93264,Jawa Timur,Jawa,2
Gas,PERTAMINA,BOTH,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,17.15965,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,BOTH,1115.0,10807.5,135.3,0.1832515,61.57678,0.7777186,0.7798384,0.0,17.15965,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,OFFSHORE,44.054,2523.0,72.24657475124619,0.2618117,595.6729,0.6041095,0.8382971,0.0,72.31319,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,OFFSHORE,201.0,8250.0,112.55295308197896,0.1820882,58.2107,0.6009694,0.819289,0.0,64.21008,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,OFFSHORE,141.018,7100.0,106.40467283715252,0.2234726,93.64886,0.5616331,0.6433482,0.0,32.92207,Selat Makasar,Kalimantan,2
Gas,NON_PERTAMINA,OFFSHORE,1441.0,9000.0,116.27795192533304,0.1909883,146.6241,0.8547627,0.8277056,0.0,67.92367,Selat Makasar,Kalimantan,2
Gas,NON_PERTAMINA,OFFSHORE,70.8,2986.0,70.5,0.301999,57.95309,0.6242964,0.5996111,0.0,1.326933,Laut Jawa,Jawa,2
Gas,NON_PERTAMINA,BOTH,162.805,5000.0,93.31992955040016,0.3218335,160.4861,0.6991754,0.7746534,0.0,26.10462,Laut Jawa,Jawa,2
Gas,NON_PERTAMINA,BOTH,458.0,3077.0,57.75000000000001,0.4335742,206.9262,0.7095627,0.6189399,0.0,29.02141,Laut Jawa,Jawa,2
Gas,PERTAMINA,BOTH,4155.0,8200.0,110.55,0.1797476,727.6804,0.5998836,0.7682066,0.0,165.6952,Selat Makasar,Kalimantan,2
Gas,NON_PERTAMINA,ONSHORE,1550.0,7060.0,155.65,0.05562946,8.822358,0.2834989,1.447611,0.0,15.77178,Sumatera Selatan,Sumatera,2
Gas,NON_PERTAMINA,ONSHORE,1550.0,7060.0,155.65,0.05562946,8.822358,0.2834989,1.447611,0.0,15.77178,Sumatera Selatan,Sumatera,2
Gas,NON_PERTAMINA,ONSHORE,10.0,1929.0,51.425,0.2696132,212.0735,0.8867512,0.7615536,0.0,8.196587,Sulawesi Selatan,Timur,2
Gas,NON_PERTAMINA,ONSHORE,63.0,2424.0,51.425,0.2661308,74.64626,0.804773,0.8193384,0.0,24.58886,Sulawesi Selatan,Timur,2
Gas,NON_PERTAMINA,ONSHORE,139.0,2387.0,51.425,0.3051716,155.3607,0.8754361,0.8423855,0.0,67.89967,Sulawesi Selatan,Timur,2
Gas,NON_PERTAMINA,ONSHORE,2604.391,8735.0,116.05,0.1261581,250.5103,0.7742893,0.7053734,0.0,30.3366,Papua Barat,Timur,2
Gas,PERTAMINA,ONSHORE,16.61,4203.0,87.44918178614968,0.3534551,884.4135,0.6278563,0.7746674,0.0,63.36438,Jawa Tengah,Jawa,1
Gas,NON_PERTAMINA,OFFSHORE,679.87,9780.0,110.55,0.09796181,237.8528,0.7860765,0.6815246,0.0,39.85237,Teluk Berau,Timur,1
Gas,NON_PERTAMINA,OFFSHORE,2604.391,8735.0,116.05,0.1261581,250.5103,0.7742893,0.7053734,0.0,30.3366,Papua Barat,Timur,1
Gas,NON_PERTAMINA,OFFSHORE,589.052,2383.0,63.25000000000001,0.2775488,269.4337,0.4695904,0.7849308,0.0,38.11325,Laut Jawa,Jawa,1
Gas,NON_PERTAMINA,OFFSHORE,893.0,1250.0,55.549934796073416,0.2774937,269.4337,0.6480271,0.8417832,0.0,17.15965,Laut Cina Utara,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,1504.29,14750.0,139.88843149010285,0.123432,193.0441,0.7500775,0.7917084,0.0,67.99419,Papua Barat,Timur,1
Gas,NON_PERTAMINA,ONSHORE,208.96,14500.0,138.9964578914287,0.2220444,216.8175,0.9214472,0.7147052,0.0,25.41256,Papua Barat,Timur,1
Gas,NON_PERTAMINA,ONSHORE,583.73,14500.0,138.9964578914287,0.2191993,603.5801,0.9021596,0.7392845,0.0,45.36073,Papua Barat,Timur,1
Gas,NON_PERTAMINA,BOTH,167.101,6451.0,102.6555101828248,0.3335728,325.2355,0.7871481,0.7776215,0.0,3.703485,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,BOTH,159.6,3250.0,79.42671121977969,0.2603845,176.0073,0.6546782,0.7780957,0.0,25.039,Laut Jawa,Jawa,1
Gas,NON_PERTAMINA,OFFSHORE,26336.0,12631.23,150.3865,0.2248768,273.6423,0.8972397,0.7946572,0.0,148.4289,Laut Timor,Timur,1
Gas,PERTAMINA,BOTH,101.6,8250.0,112.55295308197896,0.1809049,53.78799,0.5811311,0.819289,0.0,69.30984,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,1.37,5299.0,95.370309344729,0.1976988,165.1927,0.5473865,0.7808007,0.0,13.98494,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,4155.0,10398.0,88.55000000000001,0.1716361,477.505,0.7793997,0.8060088,0.0,151.504,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,BOTH,21.0,6975.0,105.6997769253579,0.230322,297.399,0.798608,0.6547354,0.0,74.94104,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,65.69251,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,BOTH,98.91,6026.0,100.07065123823796,0.2210464,202.968,0.7989899,0.7119928,0.0,7.681509,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,65.69251,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,BOTH,45.6,9331.0,102.0,0.126997,250.5103,0.5701074,0.6534203,0.0,56.74895,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,65.69251,Selat Makasar,Kalimantan,2
Gas,PERTAMINA,BOTH,16.388,2103.0,67.48795717561019,0.2677442,192.4472,0.680842,0.7615536,0.0,0.3584978,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,1895.0,10398.0,88.55000000000001,0.1737006,478.4951,0.7793997,0.8367697,0.0,65.69251,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,ONSHORE,384.37,5000.0,45.0,0.2018375,73.09889,0.5004222,0.7726077,0.0,25.83656,Sumatera Barat,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,77.32,4100.0,52.8,0.2973302,235.6735,0.4896842,0.7350604,0.0,2.196817,Kalimantan Timur,Kalimantan,1
Gas,NON_PERTAMINA,ONSHORE,2604.391,8735.0,116.05,0.1261581,250.5103,0.7742893,0.7053734,0.0,30.3366,Papua Barat,Timur,1
Gas,NON_PERTAMINA,ONSHORE,36.0,4161.0,87.12115248993803,0.2327154,254.7805,0.5861859,0.6547354,0.0,14.78487,Riau,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,28.3,1500.0,59.47208654932527,0.3050146,155.3607,0.6798105,0.8423855,0.0,26.95892,Riau,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,20.31,4275.0,88.00677819973974,0.3336299,325.2355,0.6991754,0.7776215,0.0,21.28564,Jambi,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,26.9,1356.0,52.25000000000001,0.3836547,537.7126,0.6756448,0.7697566,0.0,9.326689,Riau,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,13.3,933.0,56.1,0.4171221,98.05269,0.4007422,0.5891273,0.0,1.612921,Riau,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,22.1,4275.0,88.00677819973974,0.3542828,67.91208,0.6278563,0.7746674,0.0,74.4128,Riau,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,5.8,4275.0,88.00677819973974,0.3386388,126.3486,0.6991754,0.7746674,0.0,7.587398,Riau,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,148.3,2600.0,69.30000000000001,0.3066312,942.7424,0.4839309,0.6064649,0.0,82.31956,Laut Jawa,Jawa,1
Gas,PERTAMINA,OFFSHORE,23.0,3775.0,84.0044226961409,0.3028645,122.0364,0.7033963,0.8423855,0.0,2.514091,Jawa Barat,Jawa,1
Gas,NON_PERTAMINA,ONSHORE,93.99,8250.0,112.55295308197896,0.1577967,122.5359,0.5663427,0.8034328,0.0,14.47782,Aceh,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,93.99,8250.0,112.55295308197896,0.1577967,122.5359,0.5663427,0.8034328,0.0,14.47782,Aceh,Sumatera,1
Gas,PERTAMINA,BOTH,46.203,4291.0,88.12988892914878,0.2171949,707.4821,0.5501992,0.7134582,0.0,2.427604,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,21.073,6037.0,118.0,0.2219801,244.1175,0.7815733,0.7999661,0.0,16.20861,Jawa Barat,Jawa,1
Gas,PERTAMINA,BOTH,6.92,2825.0,75.36868386832776,0.2556504,56.13301,0.5956129,0.8130814,0.0,1.304866,Jawa Barat,Jawa,1
Gas,NON_PERTAMINA,ONSHORE,3.074,3002.115,51.150000000000006,0.2723931,162.2879,0.2742024,0.8365216,0.0,0.4470183,Kalimantan Timur,Kalimantan,1
Gas,NON_PERTAMINA,OFFSHORE,49.35,7400.0,81.95,0.1777366,137.4438,0.5262812,0.7974546,0.0,21.0785,Kalimantan Timur,Kalimantan,1
Gas,NON_PERTAMINA,ONSHORE,18.6,1353.0,75.9,0.3518044,884.4135,0.7174994,0.6219717,0.0,7.511965,Kalimantan Timur,Kalimantan,1
Gas,NON_PERTAMINA,OFFSHORE,831.0,12000.0,79.2,0.1243581,193.0441,0.5850981,0.7731228,0.0,78.05594,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,OFFSHORE,865.9,10000.0,120.95388620255648,0.1552402,253.5219,0.7754457,0.8034328,0.0,441.7516,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,OFFSHORE,1835.8,11500.0,127.447980597277,0.1134122,179.5616,0.7578117,0.7977383,0.0,5.13577,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,BOTH,1307.957,11030.72,206.811,0.1254657,81.84718,0.4964705,0.71337,0.0,17.07489,Selat Malaka,Sumatera,1
Gas,PERTAMINA,BOTH,7135.0,6383.0,76.45,0.2012669,619.7617,0.6813745,0.7837487,0.0,15.83387,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,BOTH,4155.0,8200.0,110.55,0.1797476,727.6804,0.5998836,0.7682066,0.0,759.7676,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,BOTH,4155.0,8200.0,110.55,0.1797476,727.6804,0.5998836,0.7682066,0.0,759.7676,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,BOTH,18882.0,10780.0,81.4,0.2997081,483.3291,0.8025897,0.630865,0.0,760.0534,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,OFFSHORE,799.0,10000.0,120.95388620255648,0.1552402,253.5219,0.7754457,0.8034328,0.0,69.43042,Selat Makasar,Kalimantan,1
Gas,NON_PERTAMINA,OFFSHORE,679.87,9780.0,110.55,0.09796181,237.8528,0.7860765,0.6815246,0.0,67.95611,Teluk Berau,Timur,0
Gas,NON_PERTAMINA,OFFSHORE,685.996,11170.0,128.70000000000002,0.1141224,179.5616,0.7578117,0.7198746,0.0,75.521,Teluk Berau,Timur,0
Gas,NON_PERTAMINA,OFFSHORE,4817.1,12845.0,123.20000000000002,0.1186432,155.9794,0.8418816,0.7198746,0.0,150.9173,Teluk Berau,Timur,0
Gas,NON_PERTAMINA,OFFSHORE,2604.391,8735.0,116.05,0.1261581,250.5103,0.7742893,0.7053734,0.0,758.9892,Papua Barat,Timur,0
Gas,NON_PERTAMINA,BOTH,9.93,1600.0,53.900000000000006,0.2789758,784.0193,0.4050776,0.7792169,0.0,6.448855,Jawa Timur,Jawa,0
Gas,NON_PERTAMINA,ONSHORE,268.0,5069.0,93.79976450077918,0.1998774,160.0417,0.5343591,0.7808007,0.0,13.04356,Sumatera Selatan,Sumatera,0
Gas,PERTAMINA,ONSHORE,2.248,963.0,71.5,0.3672543,975.0449,0.7495221,0.5826476,0.0,10.24635,Riau,Sumatera,0
Gas,PERTAMINA,ONSHORE,9.795,1297.0,56.1,0.3181729,160.4861,0.7499332,0.5845724,0.0,6.950097,Riau,Sumatera,0
Gas,NON_PERTAMINA,ONSHORE,6.6,4915.0,92.72309695168128,0.1626399,59.33775,0.3287725,0.8034328,0.0,5.250142,Papua Barat,Timur,0
Gas,NON_PERTAMINA,ONSHORE,3.2,7750.0,109.9503265939446,0.3170906,160.4861,0.6666092,0.8494478,0.0,7.897345,Papua Barat,Timur,0
Gas,NON_PERTAMINA,ONSHORE,1.5,3711.0,61.0,0.2187289,184.5793,0.4804949,0.7393008,0.0,2.815532,Papua Barat,Timur,0
Gas,NON_PERTAMINA,ONSHORE,5.3,10984.0,125.27730865025455,0.2225924,93.64886,0.8021432,0.6433482,0.0,10.53491,Papua Barat,Timur,0
Gas,NON_PERTAMINA,ONSHORE,12.3,7750.0,109.9503265939446,0.283646,2360.414,0.605565,0.8397901,0.0,69.79319,Papua Barat,Timur,0
Gas,NON_PERTAMINA,BOTH,4817.1,12845.0,123.20000000000002,0.1186432,155.9794,0.8418816,0.7198746,0.0,150.9173,Papua Barat,Timur,0
Gas,NON_PERTAMINA,OFFSHORE,103.17,1950.0,53.900000000000006,0.3126571,50.73568,0.6212945,0.6575174,0.0,0.6075634,Laut Natuna Utara,Sumatera,0
Gas,NON_PERTAMINA,OFFSHORE,24.29,6450.0,95.15,0.2097733,111.5114,0.5660293,0.8511109,0.0,47.44106,Laut Natuna Utara,Sumatera,0
Gas,NON_PERTAMINA,OFFSHORE,35.45,4950.0,93.5,0.1840482,59.8543,0.3518306,0.8300898,0.0,14.26782,Laut Natuna Utara,Sumatera,0
Gas,NON_PERTAMINA,ONSHORE,5.155,2611.0,73.15,0.205813,413.8912,0.5610174,0.8833504,0.0,5.132287,Sumatera Selatan,Sumatera,0
Gas,PERTAMINA,ONSHORE,8.341,1750.0,63.00349828861172,0.3284459,325.2355,0.7983801,0.7776215,0.0,27.23596,Riau,Sumatera,0
Gas,PERTAMINA,ONSHORE,8.15,5075.0,93.841295627598,0.1803698,53.78799,0.4566779,0.819289,0.0,26.40723,Riau,Sumatera,0
Gas,NON_PERTAMINA,BOTH,202.0,6381.0,102.23725839328416,0.1984945,176.2061,0.7094072,0.7808007,0.0,53.84683,Papua Barat,Timur,0
Gas,NON_PERTAMINA,ONSHORE,1.534,3125.0,78.26952618204945,0.236059,93.90144,0.5494504,0.6248093,0.0,2.801949,Sumatera Selatan,Sumatera,0
Gas,NON_PERTAMINA,ONSHORE,2604.391,8735.0,116.05,0.1261581,250.5103,0.7742893,0.7053734,0.0,758.9892,Papua Barat,Timur,0
Gas,PERTAMINA,ONSHORE,0.8,4100.0,86.64101787563791,0.2448579,193.4393,0.7648236,0.6573509,0.0,12.13922,Kalimantan Timur,Kalimantan,1
Gas,NON_PERTAMINA,ONSHORE,22.0,4275.0,88.00677819973974,0.3470505,819.3248,0.6991754,0.7746674,0.0,5.767662,Sumatera Selatan,Sumatera,0
Gas,NON_PERTAMINA,ONSHORE,95.0,4275.0,88.00677819973974,0.2983034,80.44125,0.6382039,0.8423855,0.0,73.33562,Jambi,Sumatera,1
Gas,PERTAMINA,BOTH,2.754,5000.0,93.31992955040016,0.3426856,97.26765,0.6991754,0.7746674,0.0,27.54025,Jawa Barat,Jawa,1
Gas,NON_PERTAMINA,ONSHORE,273.0,4203.0,87.44918178614968,0.2769079,269.4337,0.6133066,0.8417832,0.0,11.48969,Jawa Timur,Jawa,1
Gas,PERTAMINA,ONSHORE,0.9,4275.0,88.00677819973974,0.252156,736.878,0.7509839,0.9176663,0.0,0.02036417,Riau,Sumatera,1
Gas,PERTAMINA,ONSHORE,2.4,4100.0,86.64101787563791,0.3516172,884.4135,0.6278563,0.7746674,0.0,22.05768,Kalimantan Timur,Kalimantan,1
Gas,PERTAMINA,ONSHORE,1009.93,4275.0,88.00677819973974,0.2883004,3978.549,0.7396817,0.8450114,0.0,759.7094,Jambi,Sumatera,1
Gas,PERTAMINA,ONSHORE,16.0,4275.0,88.00677819973974,0.3188174,160.4861,0.6991754,0.7746534,0.0,7.678071,Jambi,Sumatera,1
Gas,PERTAMINA,ONSHORE,6.8,4275.0,88.00677819973974,0.3450912,97.26765,0.6991754,0.7746674,0.0,151.6146,Jambi,Sumatera,1
Gas,PERTAMINA,ONSHORE,267.67,4275.0,88.00677819973974,0.2769079,269.4337,0.6133066,0.8417832,0.0,3.71748,Jambi,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,353.0,4897.0,92.59588173388528,0.2068124,963.394,0.7635206,0.7165383,0.0,3.59171,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,46.2,4897.0,92.59588173388528,0.2972679,235.6735,0.6878065,0.8423855,0.0,2.427604,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,27.9,4897.0,92.59588173388528,0.2716702,229.1213,0.6202225,0.861307,0.0,19.76751,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,112.0,4897.0,92.59588173388528,0.2902235,2487.279,0.6572226,0.8450114,0.0,113.9851,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,33.0,4897.0,92.59588173388528,0.2898649,2496.631,0.6548854,0.8450114,0.0,66.51328,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,OFFSHORE,167.6,4897.0,92.59588173388528,0.330642,325.2355,0.6991754,0.7776215,0.0,3.293105,Laut Natuna Utara,Sumatera,1
Gas,NON_PERTAMINA,ONSHORE,40.0,4275.0,88.00677819973974,0.2806386,814.5703,0.6066188,0.8417832,0.0,5.435128,Sumatera Selatan,Sumatera,1
Gas,PERTAMINA,BOTH,7135.0,8200.0,112.29721097189412,0.3072473,942.7424,0.6183462,0.8440693,0.0,759.7676,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,BOTH,18880.0,8200.0,112.29721097189412,0.3072473,942.7424,0.6183462,0.8440693,0.0,759.7718,Selat Makasar,Kalimantan,1
Gas,PERTAMINA,BOTH,1115.0,8200.0,112.29721097189412,0.2667091,74.64626,0.6290082,0.7615536,0.0,759.7094,Selat Makasar,Kalimantan,1
