,fluid,field_name,operator,project_status,project_level,inplace,depth,temp,poro,perm,saturate,api_dens,visc,cap_cost,opr_cost,total_cost,avg_fluid_rate,location,region,NPV,PI
93,Gas,JANGKRIK NORTH EAST,ENI MUARA BAKAU B.V.,OFFSHORE,E0. On Production,510.0,6540.0,66.55000000000001,0.2181219,393.3316,0.6111534,0.708308,0.0,4.845222,29.64803,34.493252,101.1401,Selat Makasar,Kalimantan,71.68,2.078087621312134
94,Gas,VORWATA,BP MUTURI HOLDINGS B.V.,BOTH,E0. On Production,4817.1,12845.0,123.20000000000002,0.1186432,155.9794,0.8418816,0.7198746,0.0,237.6178,2564.906,2802.5238,27.98884,Papua Barat,Timur,196.7117,0.07019091149199161
95,Gas,KIJING,MEDCO E&P NATUNA LTD.,OFFSHORE,E7. Production Not Viable,112.0,2588.0,65.45,0.2627585,332.6764,0.4499151,0.7579312,0.0,76.12432,15.68679,91.81111,69.68691,Laut Natuna Utara,Sumatera,17.44763,0.19003832978383553
96,Gas,BISON,PREMIER OIL NATUNA SEA B.V.,OFFSHORE,E0. On Production,87.82,5157.0,80.85000000000001,0.2346229,93.90144,0.7015039,0.5946607,0.0,118.1202,56.79934,174.91953999999998,4.431742,Laut Natuna Utara,Sumatera,145.691,0.8329029449768734
97,Gas,GAJAH BARU,PREMIER OIL NATUNA SEA B.V.,OFFSHORE,E0. On Production,353.0,4900.0,92.61710456781515,0.2142645,267.0808,0.6981891,0.7134582,0.0,97.5911,44.34149,141.93259,78.9695,Laut Natuna Utara,Sumatera,77.44952,0.5456781983616307
98,Gas,GAJAH PUTERI,PREMIER OIL NATUNA SEA B.V.,OFFSHORE,E0. On Production,228.39,7000.0,72.875,0.256789,101.7256,0.3504877,0.7323818,0.0,88.19819,47.31306,135.51125,36.24105,Laut Natuna Utara,Sumatera,235.6603,1.7390460201643776
99,Gas,IGUANA,PREMIER OIL NATUNA SEA B.V.,OFFSHORE,E0. On Production,57.5,4921.0,97.9,0.2209758,165.1224,0.4033321,0.8085093,0.0,98.63638,80.70074,179.33712,0.6778655,Laut Natuna Utara,Sumatera,50.40084,0.2810396419882287
100,Gas,NAGA,PREMIER OIL NATUNA SEA B.V.,OFFSHORE,E0. On Production,105.1,4921.0,99.55000000000001,0.2290575,123.7731,0.3759578,0.7953225,0.0,98.5213,21.55155,120.07284999999999,0.6075634,Laut Natuna Utara,Sumatera,36.07515,0.30044385554269765
101,Gas,PELIKAN,PREMIER OIL NATUNA SEA B.V.,OFFSHORE,E0. On Production,167.6,6500.0,96.25000000000001,0.1674507,283.0612,0.4339894,0.7875925,0.0,21.03394,18.27812,39.31206,13.54275,Laut Natuna Utara,Sumatera,37.23963,0.9472825896175371
102,Gas,ALUR RAMBONG,PT MEDCO E&P MALAKA,ONSHORE,E0. On Production,83.094,9465.0,178.75000000000003,0.1341557,18.67255,0.5578355,0.71337,0.0,81.96465,9.077354,91.042004,15.35547,Aceh,Sumatera,8.200596,0.09007486258760297
103,Gas,ALUR SIWAH,PT MEDCO E&P MALAKA,ONSHORE,E0. On Production,555.004,9498.0,185.9,0.144894,17.18907,0.5559376,0.760285,0.0,33.41074,56.55571,89.96645,25.06092,Aceh,Sumatera,765.937,8.513584786328682
104,Gas,JULU RAYEU,PT MEDCO E&P MALAKA,ONSHORE,E0. On Production,86.611,2396.5,55.825,0.2142408,267.0808,0.413289,0.6710176,0.0,53.97849,14.01914,67.99763,79.61604,Aceh,Sumatera,8.349538,0.1227916031779343
105,Gas,ARUN,PT. Pertamina Hulu Energi (PHE) NSB,ONSHORE,E0. On Production,14112.0,10050.0,171.60000000000002,0.1751823,199.1338,0.7793997,0.779541,0.0,87.73902,195.612,283.35102,166.0269,Aceh,Sumatera,224.5441,0.7924591201401003
106,Gas,SLS A,PT. Pertamina Hulu Energi (PHE) NSB,ONSHORE,E0. On Production,305.8,8353.0,177.0,0.1338829,18.67255,0.7092644,0.71337,0.0,43.62239,24.31942,67.94181,35.85315,Aceh,Sumatera,185.1664,2.7253674872659412
107,Gas,SLS D,PT. Pertamina Hulu Energi (PHE) NSB,ONSHORE,E0. On Production,696.0,8251.0,112.55805801746428,0.1090867,118.2338,0.2177972,0.7977383,0.0,70.57008,20.86207,91.43215000000001,61.7821,Aceh,Sumatera,71.34169,0.7802691941510727
108,Gas,NSO A,PT PERTAMINA HULU ENERGI NORTH SUMATERA OFFSHORE,BOTH,E0. On Production,1867.69,4120.0,86.79892867402314,0.238109,59.30872,0.8662552,0.6248093,0.0,33.28138,2.042204,35.323584,16.99816,Selat Malaka,Sumatera,2164.023,61.262837881909164
109,Gas,APN,PT PERTAMINA HULU ENERGI OFFSHORE NORTH WEST JAVA,OFFSHORE,E0. On Production,496.8,3775.0,84.0044226961409,0.3082793,504.9562,0.6793329,0.8475984,0.0,3.268397,21.84809,25.116487,65.69857,Jawa Barat,Jawa,128.7679,5.126827649105546
110,Gas,KLX,PT PERTAMINA HULU ENERGI OFFSHORE NORTH WEST JAVA,OFFSHORE,E0. On Production,360.0,3775.0,84.0044226961409,0.2626095,332.6764,0.5920855,0.8382971,0.0,36.59677,107.6008,144.19757,53.45844,Jawa Barat,Jawa,742.174,5.146924459267933
111,Gas,KLY,PT PERTAMINA HULU ENERGI OFFSHORE NORTH WEST JAVA,OFFSHORE,E0. On Production,239.0,3775.0,84.0044226961409,0.2739607,151.1685,0.6236232,0.8365216,0.0,87.45889,18.65639,106.11528,14.39353,Jawa Barat,Jawa,219.6607,2.0700195108564947
112,Gas,SP,PT PERTAMINA HULU ENERGI OFFSHORE NORTH WEST JAVA,OFFSHORE,E0. On Production,50.0,2000.0,66.2316006569589,0.2851598,41.20127,0.6628349,0.8397901,0.0,30.84438,10.0907,40.93508,11.01417,Jawa Barat,Jawa,30.97902,0.756784156767252
113,Gas,YA,PT PERTAMINA HULU ENERGI OFFSHORE NORTH WEST JAVA,OFFSHORE,E0. On Production,80.7,2300.0,67.65,0.2097342,153.8532,0.4843733,0.6485325,0.0,34.50609,273.274,307.78009,21.55477,Jawa Barat,Jawa,195.8458,0.6363173134428547
114,Gas,PASE A,TRIANGLE PASE INC.,ONSHORE,E0. On Production,496.3,6580.0,103.4189099726196,0.1592146,215.5651,0.4281163,0.8034328,0.0,129.4149,77.5647,206.9796,65.69857,Aceh,Sumatera,154.7088,0.7474591698892065
115,Gas,BAMBU GUNUNG,PT PERTAMINA EP,BOTH,E0. On Production,101.6,8250.0,112.55295308197896,0.1809049,53.78799,0.5811311,0.819289,0.0,86.26294,43.39462,129.65756,69.30984,Jawa Barat,Jawa,232.0898,1.7900213454579896
116,Gas,BENGGALA,PT PERTAMINA EP,BOTH,E0. On Production,14.208,8525.0,113.9424796590983,0.1549618,245.0844,0.7754797,0.8034328,0.0,32.91079,7.008065,39.918855,7.070269,Jawa Barat,Jawa,16.30825,0.40853501434347256
117,Gas,CICAUH,PT PERTAMINA EP,BOTH,E0. On Production,229.817,3064.0,77.69428618895824,0.3180478,160.4861,0.725852,0.8494478,0.0,49.88159,7.766914,57.648504,20.56543,Jawa Barat,Jawa,9.151918,0.15875378136438717
118,Gas,CIKARANG,PT PERTAMINA EP,BOTH,E0. On Production,6.607,2713.0,74.23637201838207,0.1996727,662.887,0.6738354,0.7808007,0.0,90.39942,10.32817,100.72759,3.952839,Jawa Barat,Jawa,129.5675,1.2863158941854955
119,Gas,DONGGI,PT PERTAMINA EP,BOTH,E0. On Production,694.0,5315.0,95.47796409572399,0.2198754,470.6643,0.7962128,0.739697,0.0,31.23428,32.62261,63.85689,78.57355,Jawa Barat,Jawa,441.845,6.919300329220543
120,Gas,JAMBARAN TIUNG BIRU,PT PERTAMINA EP,BOTH,E0. On Production,158.409,4000.0,85.84414419803454,0.1990582,176.2061,0.6622619,0.7808007,0.0,178.5431,147.6917,326.2348,67.94111,Jawa Barat,Jawa,246.6814,0.7561467997895993
121,Gas,JATIBESAR,PT PERTAMINA EP,BOTH,E0. On Production,18.4,9000.0,116.27795192533303,0.1851337,59.8543,0.8547974,0.819289,0.0,347.0975,28.25634,375.35384000000005,91.67237,Jawa Barat,Jawa,24.70556,0.06581938791408128
122,Gas,JATIKELING,PT PERTAMINA EP,BOTH,E0. On Production,14.517,7750.0,109.95032659394461,0.2729813,879.6625,0.5943628,0.8365216,0.0,26.64487,0.4940354,27.138905400000002,9.822957,Jawa Barat,Jawa,20.63265,0.7602609499497353
123,Gas,JATIKELING,PT PERTAMINA EP,BOTH,E0. On Production,14.517,7750.0,109.95032659394461,0.2729813,879.6625,0.5943628,0.8365216,0.0,26.64487,0.4940354,27.138905400000002,9.822957,Jawa Barat,Jawa,20.63265,0.7602609499497353
124,Gas,KARANG DEGAN,PT PERTAMINA EP,BOTH,E0. On Production,3.745,5000.0,93.31992955040015,0.314806,971.2927,0.6666092,0.8494478,0.0,9.445111,0.8006178,10.2457288,11.95724,Jawa Barat,Jawa,82.21818,8.02462973644198
125,Gas,KARANG DEGAN,PT PERTAMINA EP,BOTH,E0. On Production,3.745,5000.0,93.31992955040015,0.314806,971.2927,0.6666092,0.8494478,0.0,9.445111,0.8006178,10.2457288,11.95724,Jawa Barat,Jawa,82.21818,8.02462973644198
126,Gas,KARANGDEWA,PT PERTAMINA EP,BOTH,E0. On Production,14.6,5276.0,95.21519866317233,0.2086129,1843.266,0.4940423,0.7076034,0.0,30.6817,0.228361,30.910061,7.329648,Jawa Barat,Jawa,13.92166,0.45039251135738617
127,Gas,KARANGLUHUR,PT PERTAMINA EP,BOTH,E0. On Production,10.041,8540.0,114.01745999456085,0.1983338,176.2061,0.7225681,0.7808007,0.0,129.5671,30.5078,160.0749,21.23,Jawa Barat,Jawa,39.11958,0.24438297322066105
128,Gas,KARANGLUHUR,PT PERTAMINA EP,BOTH,E7. Production Not Viable,10.041,8540.0,114.01745999456085,0.1983338,176.2061,0.7225681,0.7808007,0.0,129.5671,30.5078,160.0749,21.23,Jawa Barat,Jawa,39.11958,0.24438297322066105
129,Gas,KEDUNGLUSI,PT PERTAMINA EP,BOTH,E0. On Production,96.65,11463.0,127.29438513608048,0.1112552,179.5616,0.7578117,0.7977383,0.0,180.9667,590.4138,771.3805,29.80825,Jawa Barat,Jawa,247.8743,0.32133856118997045
130,Gas,KEDUNGTUBAN,PT PERTAMINA EP,BOTH,E0. On Production,347.84,9537.0,118.82715950861719,0.1032785,103.8321,0.5474507,0.7977383,0.0,126.8671,3.847067,130.714167,33.04704,Jawa Barat,Jawa,135.4828,1.0364813784874596
131,Gas,KEMANG,PT PERTAMINA EP,BOTH,E0. On Production,84.93,4777.0,91.7402074648776,0.3421748,126.3486,0.7276103,0.7746674,0.0,17.21144,5.350495,22.561935,78.91942,Jawa Barat,Jawa,27.87707,1.2355797496978873
132,Gas,KUANG SELATAN,PT PERTAMINA EP,BOTH,E0. On Production,99.6,4600.0,90.45317325165622,0.2118038,169.4607,0.6699823,0.7138909,0.0,86.26294,43.39462,129.65756,74.35828,Jawa Barat,Jawa,235.0458,1.8128198617959494
133,Gas,L - PARIGI,PT PERTAMINA EP,BOTH,E0. On Production,2389.772,1800.0,63.67116525905348,0.3505961,1985.562,0.6003748,0.7746674,0.0,172.5991,296.9089,469.50800000000004,759.8911,Jawa Barat,Jawa,-95.56648,-0.20354600986564658
134,Gas,L - PARIGI,PT PERTAMINA EP,BOTH,E5. Development Unclarified,2389.772,1800.0,63.67116525905348,0.3505961,1985.562,0.6003748,0.7746674,0.0,172.5991,296.9089,469.50800000000004,759.8911,Jawa Barat,Jawa,-95.56648,-0.20354600986564658
135,Gas,LAVATERA,PT PERTAMINA EP,BOTH,E0. On Production,1.667,2750.0,74.61362166190649,0.2489796,110.9292,0.6143545,0.9252267,0.0,352.3827,0.3987049,352.7814049,106.3223,Jawa Barat,Jawa,32.11115,0.0910227964229075
136,Gas,MANDALA,PT PERTAMINA HULU ENERGI OGAN KOMERING,ONSHORE,E0. On Production,19.016,4593.400000000001,107.80000000000001,0.1519421,17.82381,0.6402025,0.7259003,0.0,41.56185,0.4558003,42.0176503,0.1491615,Sumatera Selatan,Sumatera,1.414794,0.03367142117416309
137,Gas,MANDALA,PT PERTAMINA EP,BOTH,E0. On Production,19.016,4593.400000000001,107.80000000000001,0.1519421,17.82381,0.6402025,0.7259003,0.0,41.56185,0.4558003,42.0176503,0.1491615,Jawa Barat,Jawa,1.414794,0.03367142117416309
138,Gas,MANDALA,PT PERTAMINA EP,BOTH,E0. On Production,19.016,4593.400000000001,107.80000000000001,0.1519421,17.82381,0.6402025,0.7259003,0.0,41.56185,0.4558003,42.0176503,0.1491615,Jawa Barat,Jawa,1.414794,0.03367142117416309
139,Gas,MATINDOK,PT PERTAMINA EP,BOTH,E0. On Production,362.0,8000.0,111.26436655609773,0.2231544,93.64886,0.7944723,0.6433482,0.0,36.59677,107.6008,144.19757,53.45926,Jawa Barat,Jawa,742.3585,5.148203953783687
140,Gas,MUSI BARAT,PT PERTAMINA EP,BOTH,E0. On Production,717.566,5000.0,93.31992955040015,0.2440588,752.2764,0.7648236,0.6573509,0.0,177.7903,20.76441,198.55471,81.54186,Jawa Barat,Jawa,69.78186,0.3514490288344205
141,Gas,NORTH KEDUNGTUBAN,PT PERTAMINA EP,BOTH,E0. On Production,165.309,5000.0,93.31992955040015,0.3218335,160.4861,0.6991754,0.7746534,0.0,40.94339,11.26539,52.208780000000004,10.93154,Jawa Barat,Jawa,29.39267,0.5629832759930418
142,Gas,PAGARDEWA SELATAN,PT PERTAMINA EP,BOTH,E0. On Production,7.674,5000.0,93.31992955040015,0.3255516,325.2355,0.6991754,0.7776215,0.0,347.0975,32.00403,379.10153,16.49232,Jawa Barat,Jawa,91.82472,0.2422166958809161
143,Gas,PAGARDEWA UTARA,PT PERTAMINA EP,BOTH,E0. On Production,117.853,5000.0,93.31992955040015,0.2783492,302.4089,0.6077819,0.8417832,0.0,88.0498,36.89531,124.94511,18.84172,Jawa Barat,Jawa,234.1517,1.874036526919701
144,Gas,PANTAI PAKAM TIMUR,PT PERTAMINA EP,BOTH,E7. Production Not Viable,254.947,8225.0,112.42520364068102,0.1539858,22.34077,0.5663427,0.8031358,0.0,363.2331,0.8316236,364.0647236,20.47908,Jawa Barat,Jawa,117.0928,0.3216263274347078
145,Gas,PASIRJADI,PT PERTAMINA EP,BOTH,E0. On Production,320.489,1831.0,64.07930681560012,0.300145,57.95309,0.7413222,0.8423855,0.0,50.49148,8.603541,59.095021,11.48969,Jawa Barat,Jawa,216.0414,3.6558308355622717
146,Gas,PEMAAT UTARA,PT PERTAMINA EP,BOTH,E0. On Production,5.19,5000.0,93.31992955040015,0.3445868,97.26765,0.6991754,0.7746674,0.0,342.6609,2.414606,345.075506,4.948355,Jawa Barat,Jawa,22.91031,0.0663921651976075
147,Gas,MERBAU,PT PERTAMINA EP,BOTH,E0. On Production,298.426,2339.0,55.0,0.2271791,371.9442,0.5468395,0.5808769,0.0,71.56419,31.33129,102.89547999999999,13.94369,Jawa Barat,Jawa,21.28951,0.20690422941804637
148,Gas,PONDOK MULIA,PT PERTAMINA EP,BOTH,E0. On Production,2.699,7217.85,107.06217082029453,0.169899,64.73755,0.5648977,0.8034328,0.0,150.4337,466.7617,617.1954000000001,2.691344,Jawa Barat,Jawa,66.36408,0.10752523430991222
149,Gas,PRABUMENANG,PT PERTAMINA EP,BOTH,E0. On Production,72.9,5049.0,93.66110481335829,0.164822,283.0612,0.5194085,0.8034328,0.0,132.0559,45.45077,177.50667,23.23973,Jawa Barat,Jawa,145.7745,0.8212339288433498
150,Gas,RANDUBLATUNG,PT PERTAMINA EP,BOTH,E0. On Production,97.5,5250.0,95.03934575124683,0.1980421,165.1927,0.5254942,0.7808007,0.0,169.5787,63.3485,232.9272,16.59375,Jawa Barat,Jawa,148.7465,0.6385965228620788
151,Gas,RAYU UTARA,PT PERTAMINA EP,BOTH,E0. On Production,64.98,3220.0,79.15156273831063,0.2160373,234.0409,0.7195972,0.7134582,0.0,131.9528,402.7719,534.7247,70.98375,Jawa Barat,Jawa,176.4423,0.3299684865875842
152,Gas,SALAWATI N,PT PERTAMINA EP,BOTH,E0. On Production,45.6,9331.0,102.0,0.126997,250.5103,0.5701074,0.6534203,0.0,132.6364,38.89122,171.52762,56.74895,Jawa Barat,Jawa,61.46638,0.3583468365036488
153,Gas,SIMPANG TUAN,PT PERTAMINA EP,BOTH,E0. On Production,16.388,2103.0,67.48795717561019,0.2677442,192.4472,0.680842,0.7615536,0.0,32.91079,7.008065,39.918855,0.3584978,Jawa Barat,Jawa,12.41523,0.31101167606134994
154,Gas,SINDANG TURUN,PT PERTAMINA EP,BOTH,E0. On Production,6.564,4295.0,88.16062170957518,0.1952445,117.0372,0.5887851,0.8298026,0.0,92.49997,16.64137,109.14134,7.290943,Jawa Barat,Jawa,124.285,1.1387527402540596
155,Gas,SINDANGSARI,PT PERTAMINA EP,BOTH,E7. Production Not Viable,55.031,6775.0,104.55530819723839,0.1772677,75.50176,0.5831528,0.819289,0.0,53.53353,17.19681,70.73034,28.94352,Jawa Barat,Jawa,10.61223,0.15003787624942846
156,Gas,SUBAN,PT PERTAMINA EP,BOTH,E0. On Production,1019.125,7100.0,152.9,0.07019517,201.2441,0.2000223,0.7195771,0.0,40.26763,121.1551,161.42273,17.23532,Jawa Barat,Jawa,138.5156,0.858092289728962
157,Gas,SUBANG,PT PERTAMINA EP,BOTH,E0. On Production,1522.0,3730.0,83.62830057501874,0.2602949,176.0073,0.4901671,0.7780957,0.0,44.7528,51.53656,96.28936,98.92418,Jawa Barat,Jawa,300.4153,3.119922076540959
158,Gas,SUBANG,PT PERTAMINA EP,BOTH,E0. On Production,1522.0,3730.0,83.62830057501874,0.2602949,176.0073,0.4901671,0.7780957,0.0,44.7528,51.53656,96.28936,98.92418,Jawa Barat,Jawa,300.4153,3.119922076540959
159,Gas,TASIM BARAT,PT PERTAMINA EP,BOTH,E0. On Production,21.6,5000.0,93.31992955040015,0.3364487,126.3486,0.6991754,0.7746674,0.0,32.39439,6.663397,39.057787000000005,4.427149,Jawa Barat,Jawa,101.9656,2.610634340342938
160,Gas,TASIM TIMUR,PT PERTAMINA EP,BOTH,E0. On Production,8.9,5000.0,93.31992955040015,0.2411113,155.1851,0.7603664,0.6368484,0.0,347.0975,28.25634,375.35384000000005,27.24387,Jawa Barat,Jawa,7.074624,0.01884787964337863
161,Gas,TEGAL PACING,PT PERTAMINA EP,BOTH,E0. On Production,68.55,2530.0,72.32151673960442,0.2557892,130.2356,0.602866,0.8127732,0.0,131.8206,393.5581,525.3787,32.27964,Jawa Barat,Jawa,148.5506,0.2827495671217733
162,Gas,TUNDAN,PT PERTAMINA EP,BOTH,E0. On Production,44.78,4436.0,89.23270532377992,0.2406715,294.7949,0.5807516,0.6368484,0.0,38.38121,2.021735,40.402945,20.28212,Jawa Barat,Jawa,23.67714,0.5860251028730703
163,Gas,BANGKA,CHEVRON RAPAK LTD.,OFFSHORE,E0. On Production,188.0,8471.0,74.25,0.2841325,2360.414,0.7637708,0.7589561,0.0,46.20378,26.19746,72.40124,3.008234,Selat Makasar,Kalimantan,10.43402,0.1441138300946227
164,Gas,CANDI,PT PERTAMINA HULU ROKAN,ONSHORE,E4. Production Pending,57.051,2684.0,73.93843304148143,0.2372461,159.4986,0.5052715,0.6248093,0.0,8.995234,50.19489,59.190124,27.06796,Riau,Sumatera,223.8586,3.782026204236369
165,Gas,RUBY,PEARL OIL (SEBUKU) LTD.,OFFSHORE,E0. On Production,335.0,4080.0,67.65,0.1777963,349.1711,0.7326084,0.8074765,0.0,32.78008,14.24414,47.02422,11.74258,Sulawesi Barat,Timur,14.82339,0.31522883314172995
166,Gas,KAMPUNG BARU,ENERGY EQUITY EPIC (SENGKANG) PTY. LTD.,ONSHORE,E0. On Production,488.0,2249.0,51.425000000000004,0.2988083,165.2994,0.829565,0.8423855,0.0,3.268397,21.84809,25.116487,67.83291,Sulawesi Selatan,Timur,128.7679,5.126827649105546
167,Gas,SENORO,JOB PERTAMINA - MEDCO E&P TOMORI SULAWESI,BOTH,E0. On Production,4746.0,6000.0,106.15,0.2481335,120.7416,0.8861456,0.9797251,0.0,33.16555,573.5234,606.6889500000001,17.20618,Sulawesi Tengah,Timur,2164.013,3.566923379764869
168,Gas,SOUTH SEMBAKUNG,JOB PERTAMINA - MEDCO E&P SIMENGGARIS,BOTH,E0. On Production,49.32,2300.0,59.400000000000006,0.173438,478.4951,0.3863795,0.8328982,0.0,98.63638,80.70074,179.33712,15.51847,Kalimantan Utara,Kalimantan,160.6231,0.8956489320225506
169,Gas,ASTI,PT PERTAMINA HULU ENERGI OSES,OFFSHORE,E7. Production Not Viable,44.89,6328.0,112.2,0.2214912,471.4288,0.7726343,0.8089677,0.0,53.45911,22.47322,75.93233000000001,72.09515,Laut Jawa,Jawa,5.621522,0.07403331360963109
170,Gas,BANUWATI,PT PERTAMINA HULU ENERGI OSES,OFFSHORE,E0. On Production,533.3,5500.0,106.7,0.2414393,875.4052,0.7908693,0.7976087,0.0,55.76014,24.93229,80.69243,46.48149,Laut Jawa,Jawa,69.78186,0.864788183972152
171,Gas,MILA,PT PERTAMINA HULU ENERGI OSES,OFFSHORE,E7. Production Not Viable,187.05,5721.0,90.75000000000001,0.2523928,401.9503,0.8085711,0.8692744,0.0,40.94339,23.68705,64.63044,67.49196,Laut Jawa,Jawa,31.32173,0.48462814116691766
172,Gas,ZELDA BANUWATI,PT PERTAMINA HULU ENERGI OSES,OFFSHORE,E7. Production Not Viable,69.3,7470.0,132.55,0.1773997,328.4494,0.5774862,0.7798384,0.0,131.9528,401.4769,533.4297,23.23973,Laut Jawa,Jawa,50.40084,0.09448450283139465
173,Gas,BAWAL,MEDCO E&P NATUNA LTD.,OFFSHORE,E7. Production Not Viable,146.0,3330.0,81.95,0.2899069,611.5136,0.2037214,0.700034,0.0,69.37917,175.1315,244.51067,82.31956,Laut Natuna Utara,Sumatera,342.9503,1.402598504187977
174,Gas,BELANAK ARANG,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,215.0,6275.0,119.9,0.1606101,85.91798,0.4554074,0.7619582,0.0,76.61497,21.33862,97.95358999999999,36.33498,Laut Natuna Utara,Sumatera,3.43235,0.03504057380643221
175,Gas,BELIDA GAS,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,327.0,2775.0,70.95,0.2888653,473.4427,0.6546359,0.66878,0.0,50.49148,8.444729,58.936209000000005,11.48969,Laut Natuna Utara,Sumatera,188.6484,3.2008913230235083
176,Gas,BINTANG LAUT,MEDCO E&P NATUNA LTD.,OFFSHORE,E7. Production Not Viable,76.0,3375.0,76.45,0.2902366,2487.279,0.7315714,0.7196859,0.0,128.7613,18.28428,147.04558,52.61821,Laut Natuna Utara,Sumatera,54.19583,0.36856483547482355
177,Gas,BUNTAL,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,164.0,3072.0,77.77013340428921,0.2867491,2736.016,0.6402325,0.8456125,0.0,1.19339,22.63521,23.8286,3.806024,Laut Natuna Utara,Sumatera,57.0052,2.3923016878876644
178,Gas,KEONG,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,86.0,3189.0,85.415,0.316471,971.2927,0.7404888,0.7110814,0.0,170.8487,29.11865,199.96735,37.50466,Laut Natuna Utara,Sumatera,201.4468,1.0073984577982356
179,Gas,MALONG,MEDCO E&P NATUNA LTD.,OFFSHORE,E7. Production Not Viable,72.0,2676.0,66.55000000000001,0.2802459,814.5703,0.5716927,0.7616315,0.0,132.0559,45.45077,177.50667,23.23973,Laut Natuna Utara,Sumatera,145.7745,0.8212339288433498
180,Gas,NORTH BELUT,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,1216.0,8005.0,138.05,0.1151141,96.42104,0.1004301,0.7195771,0.0,88.82693,108.8843,197.71123,15.6916,Laut Natuna Utara,Sumatera,194.1698,0.9820878662279325
181,Gas,SOUTH BELUT,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,402.0,2345.0,66.55000000000001,0.2557331,130.2356,0.5825598,0.7300498,0.0,159.7953,1.899538,161.694838,29.08677,Laut Natuna Utara,Sumatera,99.20271,0.6135181013014157
182,Gas,TAWES,MEDCO E&P NATUNA LTD.,OFFSHORE,E4. Production Pending,434.5,9450.0,158.4,0.1189615,104.6788,0.5416336,0.7195771,0.0,37.95863,51.2648,89.22343000000001,28.85748,Laut Natuna Utara,Sumatera,205.0567,2.2982382542343416
183,Gas,TEMBANG,MEDCO E&P NATUNA LTD.,OFFSHORE,E0. On Production,285.0,3050.0,76.45,0.2958406,59.63661,0.5765535,0.7196859,0.0,43.18187,18.37844,61.56031,35.85315,Laut Natuna Utara,Sumatera,38.04217,0.6179658614454671
184,Gas,TEMELAT,PT MEDCO E&P INDONESIA,ONSHORE,E0. On Production,56.95,2006.0,66.30588257126213,0.280129,814.5703,0.6425685,0.8417832,0.0,143.9168,54.245,198.1618,7.959564,Sumatera Selatan,Sumatera,53.34976,0.2692232307134877
185,Gas,LENGOWANGI 1,PT PERTAMINA HULU ENERGI TUBAN EAST JAVA,ONSHORE,E0. On Production,9.219,3681.0,83.21550163748762,0.1795093,73.82874,0.6954235,0.819289,0.0,16.74469,0.4730783,17.2177683,11.12088,Jawa Timur,Jawa,9.158457,0.5319189363234723
186,Gas,WAILAWI,PT BENUO TAKA WAILAWI,ONSHORE,E0. On Production,62.1,4982.0,56.650000000000006,0.1174511,155.9794,0.7073798,0.7888092,0.0,192.9349,131.5789,324.5138,1.523984,Kalimantan Timur,Kalimantan,407.4697,1.2556313475728922
187,Gas,PHE 24,PT PERTAMINA HULU ENERGI WEST MADURA OFFSHORE,OFFSHORE,E0. On Production,23.3,5000.0,93.31992955040015,0.2293947,306.0262,0.6526403,0.6349601,0.0,27.12733,11.90617,39.033500000000004,12.2159,Laut Jawa,Jawa,19.64641,0.5033217620761653
188,Gas,PHE 32,PT PERTAMINA HULU ENERGI WEST MADURA OFFSHORE,OFFSHORE,E0. On Production,78.55,4650.0,78.10000000000001,0.2590213,53.34375,0.5002042,0.7346778,0.0,140.0417,32.67574,172.71743999999998,2.321265,Laut Jawa,Jawa,150.5482,0.8716444616131412
189,Gas,PHE 5,PT PERTAMINA HULU ENERGI WEST MADURA OFFSHORE,OFFSHORE,E0. On Production,132.451,4865.0,91.30000000000001,0.2428782,231.4837,0.6430979,0.6536669,0.0,40.94339,23.88237,64.82576,18.43264,Laut Jawa,Jawa,34.34598,0.5298199357786163
190,Gas,TERANG,KANGEAN ENERGY INDONESIA LTD.,BOTH,E1. Production on Hold,750.0,2200.0,50.6,0.4393896,271.8233,0.456063,0.7740649,0.0,8.804694,28.77654,37.581234,87.46507,Laut Jawa,Jawa,467.2547,12.433192055375297
191,Gas,TEMPIRAI,PT PERTAMINA HULU ENERGI RAJA TEMPIRAI,ONSHORE,E1. Production on Hold,44.878,5026.0,93.50122057750903,0.2747588,260.182,0.7385435,0.8365216,0.0,24.45772,5.238969,29.696689,72.71784,Sumatera Selatan,Sumatera,3.390119,0.11415814739481563
192,Gas,BERINGIN C,PT PERTAMINA EP,BOTH,E7. Production Not Viable,21.253,6650.0,103.8292426767542,0.1223338,193.0441,0.3150477,0.7977383,0.0,4.37287,5.893371,10.266241,76.03776,Jawa Barat,Jawa,82.69837,8.055370022971406
193,Gas,BERINGIN C,PT PERTAMINA EP,BOTH,E7. Production Not Viable,21.253,6650.0,103.8292426767542,0.1223338,193.0441,0.3150477,0.7977383,0.0,4.37287,5.893371,10.266241,76.03776,Jawa Barat,Jawa,82.69837,8.055370022971406
